year,transect,sta_id,haul_id,month_local,day_local,yrday_local,latitude,longitude,depth_w,species_common_name,length_froz,length_wet,weight_froz,weight_wet,sex,maturity,stomwt_full,stomwt_empty,sealice,comments
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,125,132,20,18,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,135,142,26,27,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,124,135,20,23,,J,0,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,145,156,36,33,,J,2,1,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,132,138,25,24,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,110,110,12,18,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,140,148,30,28,,J,1,1,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,110,113,12,13,,J,0,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,128,131,21,26,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,120,126,18,16,,J,0,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,145,150,33,35,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,125,133,19,20,,J,0,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,134,138,22,24,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,148,152,36,44,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,140,144,25,23,,J,0,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,150,156,34,25,,J,1,1,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,140,142,26,25,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,138,144,30,33,,J,1,1,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,115,123,15,16,,J,0,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,157,163,40,41,,J,2,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,132,139,24,26,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,132,142,25,27,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,138,142,26,28,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,144,157,41,44,,J,2,1,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,125,132,20,18,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,135,142,26,27,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,124,135,20,23,,J,0,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,125,133,19,20,,J,0,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,145,156,36,33,,J,2,1,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,141,143,27,27,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,110,110,12,18,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,140,148,30,28,,J,1,1,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,110,113,12,13,,J,0,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,120,126,18,16,,J,0,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,144,157,41,44,,J,2,1,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,145,150,33,35,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,132,142,25,27,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,138,142,26,28,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,136,144,25,26,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,146,NaN,33,NaN,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,128,131,21,26,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,150,156,34,25,,J,1,1,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,128,128,19,22,,J,0,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,134,138,22,24,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,119,124,16,16,,J,0,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,140,142,26,25,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,138,144,30,33,,J,1,1,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,115,123,15,16,,J,0,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,157,163,40,41,,J,2,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,132,139,24,26,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,132,138,25,24,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,140,144,25,23,,J,0,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,148,152,36,44,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,153,160,41,39,,J,1,1,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,152,158,36,35,,J,1,1,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,95,NaN,8,NaN,,J,0,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,163,NaN,44,NaN,,J,2,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,160,NaN,50,NaN,,J,2,1,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,139,NaN,26,NaN,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,152,NaN,36,NaN,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,128,NaN,19,NaN,,J,0,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,145,NaN,32,NaN,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,159,NaN,43,NaN,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,156,NaN,42,NaN,,J,2,1,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,124,NaN,20,NaN,,J,0,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,120,NaN,17,NaN,,J,0,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,131,NaN,27,NaN,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,143,NaN,35,NaN,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,150,NaN,38,NaN,,J,2,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,130,NaN,20,NaN,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,120,NaN,18,NaN,,J,0,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,149,NaN,34,NaN,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,133,NaN,25,NaN,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,128,NaN,26,NaN,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,120,NaN,19,NaN,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,135,NaN,22,NaN,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,135,NaN,26,NaN,,J,0,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,122,NaN,22,NaN,,J,0,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,141,NaN,28,NaN,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,127,NaN,19,NaN,,J,0,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,175,NaN,49,NaN,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,150,NaN,38,NaN,,J,2,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,154,NaN,39,NaN,,J,2,1,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,139,NaN,32,NaN,,J,2,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,133,NaN,26,NaN,,J,2,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,150,NaN,42,NaN,,J,1,1,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,137,NaN,27,NaN,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,128,NaN,20,NaN,,J,0,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,150,NaN,44,NaN,,J,2,1,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,159,NaN,37,NaN,,J,2,1,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,121,NaN,17,NaN,,J,0,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,147,NaN,39,NaN,,J,2,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,129,NaN,22,NaN,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,116,NaN,16,NaN,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,117,NaN,17,NaN,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,136,NaN,24,NaN,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,143,NaN,38,NaN,,J,2,1,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,154,NaN,44,NaN,,J,2,0,0,1 sea lice
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,132,NaN,23,NaN,,J,0,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,134,NaN,27,NaN,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,130,NaN,23,NaN,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,136,NaN,25,NaN,,J,0,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,141,NaN,30,NaN,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,142,NaN,31,NaN,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,153,NaN,40,NaN,,J,2,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,128,NaN,22,NaN,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,148,NaN,34,NaN,,J,2,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,115,NaN,17,NaN,,J,0,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,108,NaN,13,NaN,,J,0,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,130,NaN,22,NaN,,J,0,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,150,NaN,32,NaN,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,147,NaN,29,NaN,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,131,NaN,23,NaN,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,149,NaN,38,NaN,,J,2,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,140,NaN,29,NaN,,J,2,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,131,NaN,24,NaN,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,147,NaN,26,NaN,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,141,NaN,23,NaN,,J,0,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,131,NaN,23,NaN,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,112,NaN,13,NaN,,J,0,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,123,NaN,22,NaN,,J,1,0,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Pink,155,NaN,51,NaN,,J,2,1,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Sockeye,168,175,52,55,,J,NaN,NaN,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Sockeye,170,181,66,61,,J,NaN,NaN,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Sockeye,123,129,21,17,,J,NaN,NaN,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Sockeye,179,193,74,77,,J,NaN,NaN,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Sockeye,123,129,21,17,,J,NaN,NaN,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Sockeye,170,181,66,61,,J,NaN,NaN,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Sockeye,168,175,52,55,,J,NaN,NaN,0,
2002,Seward_Line,GAK10,2002036,07,24,205,58.53,-148.2,498.0,Sockeye,179,193,74,77,,J,NaN,NaN,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Chum,NaN,397,NaN,725,m,I,NaN,NaN,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Chum,NaN,402,NaN,730,m,I,NaN,NaN,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Chum,NaN,445,NaN,995,m,I,NaN,NaN,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Chum,NaN,402,NaN,730,m,I,NaN,NaN,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Chum,NaN,397,NaN,725,m,I,NaN,NaN,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Chum,170,178,58,60,,J,NaN,NaN,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Coho,NaN,640,NaN,3450,f,A,NaN,NaN,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Pink,148,160,41,43,,J,2,0,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Pink,150,161,44,44,,J,2,1,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Pink,142,157,38,34,,J,1,1,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Pink,152,162,41,42,,J,1,1,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Pink,142,149,34,39,,J,1,0,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Pink,146,154,34,36,,J,1,1,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Pink,142,150,30,27,,J,1,1,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Pink,145,155,36,36,,J,2,1,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Pink,153,163,43,38,,J,1,1,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Pink,130,159,39,36,,J,1,1,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Pink,145,148,31,30,,J,1,1,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Pink,142,157,38,34,,J,1,1,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Pink,152,162,41,42,,J,1,1,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Pink,142,149,34,39,,J,1,0,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Pink,146,154,34,36,,J,1,1,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Pink,130,159,39,36,,J,1,1,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Pink,145,148,31,30,,J,1,1,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Pink,150,161,44,44,,J,2,1,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Pink,145,155,36,36,,J,2,1,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Pink,153,163,43,38,,J,1,1,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Pink,142,150,30,27,,J,1,1,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Pink,148,160,41,43,,J,2,0,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Sockeye,NaN,282,NaN,279,m,I,NaN,NaN,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Sockeye,NaN,314,NaN,359,f,I,NaN,NaN,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Sockeye,NaN,308,NaN,357,m,I,NaN,NaN,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Sockeye,NaN,340,NaN,470,m,I,NaN,NaN,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Sockeye,NaN,330,NaN,405,m,I,NaN,NaN,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Sockeye,NaN,315,NaN,380,f,I,NaN,NaN,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Sockeye,NaN,290,NaN,274,m,I,NaN,NaN,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Sockeye,NaN,308,NaN,357,m,I,NaN,NaN,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Sockeye,NaN,314,NaN,359,f,I,NaN,NaN,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Sockeye,NaN,282,NaN,279,m,I,NaN,NaN,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Sockeye,NaN,315,NaN,380,f,I,NaN,NaN,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Sockeye,NaN,340,NaN,470,m,I,NaN,NaN,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Sockeye,NaN,330,NaN,405,m,I,NaN,NaN,0,
2002,Seward_Line,GAK9,2002037,07,24,205,58.67,-148.35,150.0,Sockeye,NaN,290,NaN,274,m,I,NaN,NaN,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Chum,NaN,625,NaN,3010,m,A,NaN,NaN,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Chum,NaN,628,NaN,2940,m,I,NaN,NaN,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Chum,NaN,512,NaN,1520,m,I,NaN,NaN,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Chum,NaN,538,NaN,1890,m,I,NaN,NaN,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Chum,NaN,446,NaN,992,f,I,NaN,NaN,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Chum,NaN,418,NaN,845,f,I,NaN,NaN,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Chum,NaN,345,NaN,462,f,I,NaN,NaN,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Chum,NaN,528,NaN,1650,f,I,NaN,NaN,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Chum,NaN,521,NaN,1600,f,I,NaN,NaN,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Chum,NaN,515,NaN,1430,m,I,NaN,NaN,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Chum,NaN,600,NaN,2820,m,I,NaN,NaN,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Chum,NaN,418,NaN,845,f,I,NaN,NaN,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Chum,NaN,538,NaN,1890,m,I,NaN,NaN,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Chum,NaN,345,NaN,462,f,I,NaN,NaN,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Chum,NaN,515,NaN,1430,m,I,NaN,NaN,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Chum,NaN,528,NaN,1650,f,I,NaN,NaN,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Chum,NaN,521,NaN,1600,f,I,NaN,NaN,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Chum,NaN,600,NaN,2820,m,I,NaN,NaN,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Chum,NaN,446,NaN,992,f,I,NaN,NaN,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Chum,NaN,512,NaN,1520,m,I,NaN,NaN,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Chum,NaN,628,NaN,2940,m,I,NaN,NaN,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Coho,NaN,505,NaN,1550,m,A,NaN,NaN,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Pink,NaN,500,NaN,1460,m,A,NaN,NaN,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Pink,158,164,40,42,,J,1,1,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Pink,127,135,20,25,,J,0,0,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Pink,102,104,9,13,,J,0,0,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Pink,NaN,103,8,10,,J,0,0,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Pink,106,110,11,15,,J,0,0,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Pink,106,116,12,13,,J,0,0,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Pink,149,155,35,37,,J,1,1,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Pink,130,140,23,30,,J,1,0,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Pink,145,154,32,37,,J,1,0,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Pink,106,110,11,15,,J,0,0,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Pink,152,158,38,43,,J,1,1,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Pink,148,156,32,36,,J,1,1,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Pink,121,128,18,20,,J,1,0,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Pink,141,144,26,27,,J,1,0,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Pink,146,153,33,34,,J,1,1,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Pink,122,130,19,20,,J,0,0,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Pink,141,149,29,33,,J,1,0,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Pink,139,145,26,24,,J,1,0,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Pink,136,138,26,32,,J,0,0,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Pink,130,137,25,32,,J,1,0,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Pink,118,123,15,12,,J,0,0,0,
2002,Seward_Line,GAK8,2002038,07,24,205,58.79,-148.47,156.0,Pink,118,121,15,14,,J,0,0,0,
